name,rating,about,cuisines,preferences,features,entitas_lokasi,entitas_jenis_makanan,entitas_menu,entitas_preferensi,entitas_features
Sendja@Kardiá,5.0,"Sendja (meaning twilight) @Kardia is an exquisitely crafted open-air restaurant and bar with 60 seating capacity by the beachside, offering you a beautiful sunset and Mount Agung view at Gili Trawangan. Serves a la carte breakfast, lunch and dinner daily in a relaxed, convivial atmosphere. Enjoy & entertain yourself with a sip of cocktails during the daily sunset happy hour.","['Bar', 'Barbecue', 'Asian', 'Contemporary', 'Healthy', 'Indonesian', 'Caucasian']","['gili t', 'fire show', 'delicious food', 'lunch and dinner', 'every night', 'our honeymoon', 'great stay', 'great hotel', 'stayed here for nights', 'place to stay', 'pool bar', 'beautiful sunset', 'sea view', 'enjoyed our stay', 'amazing place', 'perfect spot', 'moyo', 'island', 'resort']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']",Pemenang,"['Asian', 'Western']",['Barbecue'],"['gili t', 'fire show', 'delicious food', 'lunch and dinner', 'every night', 'our honeymoon', 'great stay', 'great hotel', 'stayed here for nights', 'place to stay', 'pool bar', 'beautiful sunset', 'sea view', 'enjoyed our stay', 'amazing place', 'perfect spot', 'moyo', 'island', 'resort']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']"
Tiki Grove,5.0,"Indonesia's first genuine Tiki Bar. Nestled in a coconut grove 300 meters from the beach, Tiki Grove gives an authentic tropical experience. Hand crafted cocktails and Tropical Fusion cuisine. Chill out and relax under the palm trees.","['Mexican', 'Southwestern', 'Polynesian', 'Hawaiian']","['tacos', 'chicken', 'fries', 'shark bites', 'gili t', 'amazing food', 'great atmosphere', 'hot sauce', 'amazing place', 'the main strip', 'every night', 'cool vibe', 'stir fry', 'great drinks', 'fresh ingredients', 'during our stay', 'mexican food', 'signature cocktails', 'mai tai']","['Accepts Credit Cards', 'Digital Payments', 'Free Wifi', 'Full Bar', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Visa', 'Wheelchair Accessible', 'Wine and Beer']",Lombok,['Other'],[],"['tacos', 'chicken', 'fries', 'shark bites', 'gili t', 'amazing food', 'great atmosphere', 'hot sauce', 'amazing place', 'the main strip', 'every night', 'cool vibe', 'stir fry', 'great drinks', 'fresh ingredients', 'during our stay', 'mexican food', 'signature cocktails', 'mai tai']","['Accepts Credit Cards', 'Digital Payments', 'Free Wifi', 'Full Bar', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Visa', 'Wheelchair Accessible', 'Wine and Beer']"
Italy Pizzeria & Restaurant. Gili Air,5.0,Indulge in the authentic taste of Italy with our mouthwatering dishes made following our traditions.,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Romana', 'Lazio', 'Central-Italian']","['pasta', 'tiramisu', 'focaccia', 'hawaiian pizza', 'cakes', 'best pizza', 'italian food', 'amazing food', 'beautiful restaurant', 'great atmosphere', 'during our stay', 'dinner spot', 'small island', 'indonesia', 'vibe', 'harbour', 'gili', 'generator', 'parmigiana', 'power']","['Full Bar', 'Mastercard', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Visa']",Pemenang,['Western'],['Pizza'],"['pasta', 'tiramisu', 'focaccia', 'hawaiian pizza', 'cakes', 'best pizza', 'italian food', 'amazing food', 'beautiful restaurant', 'great atmosphere', 'during our stay', 'dinner spot', 'small island', 'indonesia', 'vibe', 'harbour', 'gili', 'generator', 'parmigiana', 'power']","['Full Bar', 'Mastercard', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Visa']"
Aura Bowls,5.0,"A family restaurant serving local, healthy, fresh meals and healthy mixed fruit bowls. Many delicious smoothies Made to order as well all served with a smile.","['Asian', 'Healthy', 'Indonesian', 'Central Asian']","['curry', 'mango', 'rice', 'nasi goreng', 'eggplant', 'local food', 'fresh juice', 'island', 'bali']","['Outdoor Seating', 'Seating', 'Table Service', 'Takeout', 'Wheelchair Accessible']",Pemenang,['Asian'],[],"['curry', 'mango', 'rice', 'nasi goreng', 'eggplant', 'local food', 'fresh juice', 'island', 'bali']","['Outdoor Seating', 'Seating', 'Table Service', 'Takeout', 'Wheelchair Accessible']"
Francesco's Pizza,5.0,"Our restaurant is located in a small street opposite the harbour. Here you'll find the true Italian essence with traditional homemade pizzas, piadinas, lasagnas and pasta. We love our job and we use only genuine high quality products.","['Italian', 'Pizza']","['pizza', 'salad', 'tiramisu', 'calamari', 'gili t', 'italian food', 'amazing food', 'italian owner', 'sat upstairs', 'the main road', 'quick service', 'during our stay', 'island', 'crust', 'indonesia', 'toppings', 'yummy', 'vegan', 'margarita']","['Delivery', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Pemenang,['Western'],['Pizza'],"['pizza', 'salad', 'tiramisu', 'calamari', 'gili t', 'italian food', 'amazing food', 'italian owner', 'sat upstairs', 'the main road', 'quick service', 'during our stay', 'island', 'crust', 'indonesia', 'toppings', 'yummy', 'vegan', 'margarita']","['Delivery', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
The Hut Restaurant Kuta,5.0,Cafe Restaurant International Vegetarian Friendly Vegan Options Healthy Food Food Made Good Board Games,"['Cafe', 'International', 'Asian', 'Fusion', 'Healthy']","['chicken curry', 'salad', 'nasi goreng', 'delicious food', 'good vibes', 'lombok', 'pita', 'ginger']","['Delivery', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Kuta,"['Asian', 'Western']",[],"['chicken curry', 'salad', 'nasi goreng', 'delicious food', 'good vibes', 'lombok', 'pita', 'ginger']","['Delivery', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
Cantina Mexicana Kuta Lombok,5.0,"We are a lively Cantina with back yard vibes, you can come for a great night out with Baja inspired cocktails and some of the best Mexican food in Indonesia. The food is diverse and flavorful with inspiration from all over Mexico. The drinks are fresh, light and fruity and guests can also sip on some the best imported tequilas and mezcal in Lombok.","['Mexican', 'Bar', 'Street Food', 'Dining bars']","['tacos', 'chicken', 'tasty food', 'great music', 'super fun', 'super tasty', 'our short stay', 'cool vibe', 'margaritas', 'lombok', 'vibes', 'jackfruit', 'yum', 'bite']","['Accepts Credit Cards', 'Cash Only', 'Delivery', 'Family style', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Gift Cards Available', 'Highchairs Available', 'Live Music', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Sports bars', 'Street Parking', 'Table Service', 'Takeout', 'Wheelchair Accessible', 'Wine and Beer']",Kuta,['Other'],[],"['tacos', 'chicken', 'tasty food', 'great music', 'super fun', 'super tasty', 'our short stay', 'cool vibe', 'margaritas', 'lombok', 'vibes', 'jackfruit', 'yum', 'bite']","['Accepts Credit Cards', 'Cash Only', 'Delivery', 'Family style', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Gift Cards Available', 'Highchairs Available', 'Live Music', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Sports bars', 'Street Parking', 'Table Service', 'Takeout', 'Wheelchair Accessible', 'Wine and Beer']"
La Cabana Lombok,5.0,Full Bar,"['International', 'Mediterranean', 'Spanish', 'Healthy', 'Indonesian', 'Catalan']","['paella', 'good vibes', 'lombok', 'resto']","['Full Bar', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']",Lombok,['Asian'],[],"['paella', 'good vibes', 'lombok', 'resto']","['Full Bar', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']"
Musa Cookery,5.0,Outdoor Seating,['Healthy'],"['burger', 'amazing vegetarian food', 'fresh food', 'super friendly staff', 'island', 'vibe', 'coconut']","['Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Pemenang,['Other'],[],"['burger', 'amazing vegetarian food', 'fresh food', 'super friendly staff', 'island', 'vibe', 'coconut']","['Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
KRNK Restaurant & Bar,4.5,"KRNK Kuta Lombok is a restaurant bar that specialises in burgers, Pizza, cocktails and art. Inspired by south Lombok lifestyle and years of travel, the menu is cooked using the highest quality local and imported ingredients. the design is all using recycled materials to create a hangout space for everyone looking for a unique experience. The vibe is laid back and the service is casual. KRNK offer the best food delivery service in town, always responding and quick delivery free of charge.","['Bar', 'Pizza', 'International', 'Mediterranean', 'Grill']","['pizza', 'parmesan fries', 'beef', 'juice', 'dirty burger', 'lombok', 'cocktails', 'vibe', 'chill', 'bowl']","['Cash Only', 'Drive Thru', 'Family style', 'Free off-street parking', 'Free Wifi', 'Reservations', 'Seating', 'Street Parking', 'Table Service', 'Takeout', 'Wheelchair Accessible', 'Wine and Beer']",Kuta,['Western'],"['Pizza', 'Grill']","['pizza', 'parmesan fries', 'beef', 'juice', 'dirty burger', 'lombok', 'cocktails', 'vibe', 'chill', 'bowl']","['Cash Only', 'Drive Thru', 'Family style', 'Free off-street parking', 'Free Wifi', 'Reservations', 'Seating', 'Street Parking', 'Table Service', 'Takeout', 'Wheelchair Accessible', 'Wine and Beer']"
Margarita Bar,5.0,Beach,['Bar'],"['pizza', 'tacos', 'aglio olio pasta', 'gili t', 'good vibes', 'amazing music', 'terima kasih', 'nice cocktails', 'amazing place', 'tequila sunrise', 'enjoyed happy hour', 'awesome staff', 'mexican food', 'love this place', 'food was great', 'roy', 'waiter', 'beach', 'island']","['Beach', 'Delivery', 'Digital Payments', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Takeout', 'Waterfront']",Gili Trawangan,['Other'],[],"['pizza', 'tacos', 'aglio olio pasta', 'gili t', 'good vibes', 'amazing music', 'terima kasih', 'nice cocktails', 'amazing place', 'tequila sunrise', 'enjoyed happy hour', 'awesome staff', 'mexican food', 'love this place', 'food was great', 'roy', 'waiter', 'beach', 'island']","['Beach', 'Delivery', 'Digital Payments', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Takeout', 'Waterfront']"
El Bazar Cafe & Restaurant,4.5,"El Bazar Cafe is a new concept in Kuta Lombok that is striving to inspire its customers to eat healthy. We are serving Authentic Mediterranean cuisine in the hear of Kuta Lombok. Come enjoy the best coffee in town and our rustic breakfast all day long. By day we serve delicious international Cafe food that is healthy, generous and plentiful. By night expect superb rich dishes, our seafood is served table side. An easy dining in a charming atmosphere. We also offer quick delivery service all around Kuta free of charge. Welcome to El Bazar Cafe & Restaurant Lombok.","['International', 'Mediterranean', 'Healthy']","['chicken', 'bread', 'great dinner', 'nice restaurant', 'lombok', 'vibe']","['BYOB', 'Family style', 'Free off-street parking', 'Free Wifi', 'Gift Cards Available', 'Outdoor Seating', 'Reservations', 'Seating', 'Street Parking', 'Table Service', 'Takeout', 'Wheelchair Accessible', 'Wine and Beer']",Kuta,['Other'],[],"['chicken', 'bread', 'great dinner', 'nice restaurant', 'lombok', 'vibe']","['BYOB', 'Family style', 'Free off-street parking', 'Free Wifi', 'Gift Cards Available', 'Outdoor Seating', 'Reservations', 'Seating', 'Street Parking', 'Table Service', 'Takeout', 'Wheelchair Accessible', 'Wine and Beer']"
Pasta Pojok Senggigi,4.5,"Authentic Italian home-made fresh Pasta, Pizza and Gelato restaurant in Senggigi from a secret Italian Grandmother's recipe.",['Italian'],"['pasta', 'burger', 'bread', 'arrabiata', 'italian food', 'amazing food', 'great meal', 'visit lombok', 'visited times', 'indonesia', 'crust', 'milkshakes']","['Accepts Credit Cards', 'Delivery', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Wine and Beer']",Senggigi,['Western'],[],"['pasta', 'burger', 'bread', 'arrabiata', 'italian food', 'amazing food', 'great meal', 'visit lombok', 'visited times', 'indonesia', 'crust', 'milkshakes']","['Accepts Credit Cards', 'Delivery', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Wine and Beer']"
Le Too Much Restaurant & Café Dessert,4.5,"Since 2017 Le Too Much offers an exquisite dining experience that marries the charm of French, Mediterranean & International Cuisine with a warm welcoming atmosphere. Famous for the Steak & Steak Tartare, also the Best Shawarma & Kefta Shish Kebabs in Town, this delightful eatery is renowned for its impressive menu include Vegetarian, featuring a variety of flavorful and exceptional quality dishes for brunch, lunch and dinner enthusiasts. Also reputed for the Amazing Sweety Moment with Our Best French Pastries Signature in Town. The Restaurant captivates with its cozy decor, with inviting sofas, charming decorations that enhance the dining experience. For those seeking a culinary adventure in Lombok is an unmissable destination. is The Place To Be","['International', 'Mediterranean']","['steak', 'french fries', 'the owner', 'delicious food', 'friendly atmosphere', 'lombok']","['Accepts Credit Cards', 'Family style', 'Free Wifi', 'Full Bar', 'Mastercard', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Visa', 'Wine and Beer']",Kuta,['Other'],[],"['steak', 'french fries', 'the owner', 'delicious food', 'friendly atmosphere', 'lombok']","['Accepts Credit Cards', 'Family style', 'Free Wifi', 'Full Bar', 'Mastercard', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Visa', 'Wine and Beer']"
Biraku Japanese Restaurant,4.5,"only one japanese concept restaurant in Gili Trawangan. top of chef from Japan, we have sushi also.","['Japanese', 'Seafood', 'Sushi', 'Asian']","['sushi', 'yakiniku', 'burger', 'edamame', 'chicken', 'teriyaki', 'gili t', 'delicious food', 'beautiful place', 'koi pond', 'great drinks', 'nice venue', 'service was impeccable', 'nice dinner', 'quick service', 'the main road', 'cool interior', 'atmosphere', 'island', 'spicy']","['Accepts Credit Cards', 'Delivery', 'Digital Payments', 'Family style', 'Free Wifi', 'Mastercard', 'Non-smoking restaurants', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Visa']",Pemenang,['Asian'],"['Seafood', 'Sushi']","['sushi', 'yakiniku', 'burger', 'edamame', 'chicken', 'teriyaki', 'gili t', 'delicious food', 'beautiful place', 'koi pond', 'great drinks', 'nice venue', 'service was impeccable', 'nice dinner', 'quick service', 'the main road', 'cool interior', 'atmosphere', 'island', 'spicy']","['Accepts Credit Cards', 'Delivery', 'Digital Payments', 'Family style', 'Free Wifi', 'Mastercard', 'Non-smoking restaurants', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Visa']"
Oh Warung Gili,4.5,Buffet,"['Asian', 'Indonesian']","['noodles', 'local warung', 'vegetarian options', 'cheap eats', 'indonesia', 'tempe']","['Buffet', 'Delivery', 'Seating', 'Takeout', 'Wine and Beer']",Lombok,['Asian'],[],"['noodles', 'local warung', 'vegetarian options', 'cheap eats', 'indonesia', 'tempe']","['Buffet', 'Delivery', 'Seating', 'Takeout', 'Wine and Beer']"
Mama Pizza,5.0,Free Wifi,"['Italian', 'Pizza', 'European', 'Neapolitan', 'Campania', 'Southern-Italian']","['pizza', 'tiramisu', 'bolognese', 'juice', 'watch the sunset', 'beach', 'island', 'indonesia', 'dough', 'crispy', 'bases', 'beanbags', 'sand']","['Free Wifi', 'Full Bar', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Takeout']",Pemenang,['Western'],['Pizza'],"['pizza', 'tiramisu', 'bolognese', 'juice', 'watch the sunset', 'beach', 'island', 'indonesia', 'dough', 'crispy', 'bases', 'beanbags', 'sand']","['Free Wifi', 'Full Bar', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Takeout']"
Hellocapitano Lifestyle Café,4.5,"We Are ON NOW !!! Your Healthy Travel And Tour Cafe in Gili Trawangan island. Hellocapitano is everything you’re looking for: delicious Indonesian&Western food, coffee, delicious smoothie bowls, a variety of gluten-free, vegetarian/vegan options & lot more... We serve you Smiles&Good Vibes all in an Instagrammable, aesthetic cozy indoor. Mind-blowing open air rooftop & front beach area by the turquoise water will make your stay unforgettable. Everything you have dreamed of so far can happen with Hellocapitano: we will customize a trip that fits your needs: let our experienced travel advisors helping you to create your Life Changing-Experience. @hellocapitano #hellocapitano","['Cafe', 'International', 'Healthy']","['juice', 'pancakes', 'iced latte', 'sandwiches', 'gili t', 'amazing food', 'amazing place', 'great coffee', 'cute cafe', 'beach', 'island', 'bowl', 'vibes', 'chill', 'ocean']","['Accepts Credit Cards', 'American Express', 'Beach', 'Buffet', 'Digital Payments', 'Drive Thru', 'Free off-street parking', 'Free Wifi', 'Gift Cards Available', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Street Parking', 'Table Service', 'Takeout', 'Television', 'Visa', 'Waterfront']",Gili Trawangan,['Western'],[],"['juice', 'pancakes', 'iced latte', 'sandwiches', 'gili t', 'amazing food', 'amazing place', 'great coffee', 'cute cafe', 'beach', 'island', 'bowl', 'vibes', 'chill', 'ocean']","['Accepts Credit Cards', 'American Express', 'Beach', 'Buffet', 'Digital Payments', 'Drive Thru', 'Free off-street parking', 'Free Wifi', 'Gift Cards Available', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Street Parking', 'Table Service', 'Takeout', 'Television', 'Visa', 'Waterfront']"
Seasalt Lombok,4.5,Serving only the freshest locally sourced seafood from the nearby fishing villages and markets. Casual & relaxed atmosphere and daily specials,"['Seafood', 'International', 'Mediterranean', 'Grill', 'Healthy', 'Caucasian']","['seafood', 'tuna', 'falafel', 'prawns', 'croquettes', 'homemade chips', 'kuta beach', 'delicious food', 'great sides', 'don t miss', 'small restaurant', 'fair trade', 'cooked simply', 'great little restaurant', 'great lunch', 'love this place', 'super tasty', 'lombok', 'feta', 'cocktails']","['Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Waterfront', 'Wheelchair Accessible']",Kuta,['Other'],"['Seafood', 'Grill']","['seafood', 'tuna', 'falafel', 'prawns', 'croquettes', 'homemade chips', 'kuta beach', 'delicious food', 'great sides', 'don t miss', 'small restaurant', 'fair trade', 'cooked simply', 'great little restaurant', 'great lunch', 'love this place', 'super tasty', 'lombok', 'feta', 'cocktails']","['Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Waterfront', 'Wheelchair Accessible']"
Warung Sunny,4.5,Do you want to learn how to cook real Indonesian food. Just give me a call or text message. Only small private groups.,"['Asian', 'Healthy', 'Indonesian']","['burrito', 'rice', 'pancakes', 'juice', 'cooking class', 'indonesian food', 'ate here', 'nice food', 'during our stay', 'hero', 'island', 'warung', 'vegan', 'uncle', 'gili']","['Delivery', 'Free off-street parking', 'Outdoor Seating', 'Reservations', 'Seating', 'Table Service', 'Takeout', 'Wheelchair Accessible']",Pemenang,['Asian'],[],"['burrito', 'rice', 'pancakes', 'juice', 'cooking class', 'indonesian food', 'ate here', 'nice food', 'during our stay', 'hero', 'island', 'warung', 'vegan', 'uncle', 'gili']","['Delivery', 'Free off-street parking', 'Outdoor Seating', 'Reservations', 'Seating', 'Table Service', 'Takeout', 'Wheelchair Accessible']"
Good Earth Cafe,4.5,"We love healthy foods and want to share that love with you on our little paradise island! All our dishes are vegetarian. You will find deliciously raw, vegan & gluten-free options on our menu. We also offer Indonesian veggie and vegan cooking classes, learn while you taste with our great chef.","['Cafe', 'Healthy']","['delicious food', 'yoga', 'h2o', 'vibe']","['Cash Only', 'Free Wifi', 'Outdoor Seating', 'Seating', 'Table Service', 'Takeout']",Pemenang,['Western'],[],"['delicious food', 'yoga', 'h2o', 'vibe']","['Cash Only', 'Free Wifi', 'Outdoor Seating', 'Seating', 'Table Service', 'Takeout']"
Ruby's Cafe,4.5,"Ruby's Cafe is owned and operated by Indonesian Chef Ruby. Her mission is to provide fresh homecooked with passion from experience from working overseas inspires her delicious curries using imported ingredients unique to her cafe and her time in top Italian restaurants in Bali comes through in her perfect pasta dishes. Every plate is cooked from scratch, spring rolls,croquettes, curries, only the Rendang is cooked before as it takes 2 hours, no portions pulled from the freezer and buzzed in Micro. Ruby's is a simple open air cafe dedicated to providing tasty FRESH food with love. Sorry even though many reviews advise booking we do not take reservations works better on a rolling basis, last orders 10.00 dinner.","['International', 'Asian', 'Fusion', 'Healthy', 'Indonesian']","['curry', 'chicken', 'rendang', 'spring rolls', 'jalapeno poppers', 'watermelon salad', 'juice', 'amazing food', 'local food', 'island', 'indonesia']","['Accepts Credit Cards', 'Cash Only', 'Highchairs Available', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Waterfront']",Pemenang,['Asian'],[],"['curry', 'chicken', 'rendang', 'spring rolls', 'jalapeno poppers', 'watermelon salad', 'juice', 'amazing food', 'local food', 'island', 'indonesia']","['Accepts Credit Cards', 'Cash Only', 'Highchairs Available', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Waterfront']"
Pachamama Organic Cafe,4.5,"Pachamama Organic Cafe & Private Villa on the north east side of Gili Air, one street behind the main beach road. Take the little alley way in between Kaluku and Orong Villages, and then your first right - you will find us about 100m down on the left. Our menu is focused on fresh, healthy and healing foods - all super delicious and predominantly plant based. You will find a good selection of vegan, vegetarian as well as meat options, lots of yummy juices & smoothies and of course some delicious sweet treats including raw deserts. We also brew our own kombucha. We have designed our dining space to make you feel at home, in a sunny & relaxed courtyard. Our gift shop features a range of beautiful Indonesian textiles, gypsy-inspired clothing, jewellery, accessories, natural products & homewares. We hope to see your face at Pachamama soon!","['Cafe', 'Healthy']","['burrito', 'granola bowl', 'spicy beef', 'tasty food', 'island', 'smoothies', 'vibe', 'indonesia', 'ingredients', 'jamu']","['Cash Only', 'Free off-street parking', 'Outdoor Seating', 'Private Dining', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Takeout', 'Waterfront', 'Wheelchair Accessible', 'Wine and Beer']",Pemenang,['Western'],[],"['burrito', 'granola bowl', 'spicy beef', 'tasty food', 'island', 'smoothies', 'vibe', 'indonesia', 'ingredients', 'jamu']","['Cash Only', 'Free off-street parking', 'Outdoor Seating', 'Private Dining', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Takeout', 'Waterfront', 'Wheelchair Accessible', 'Wine and Beer']"
I Am Bagus,4.5,"Welcome to I Am Bagus Gili Air Roast chicken and SPORT BAR Come and enjoy a great roast chicken , a good and big salade, or a grill food meat in front of a great match. We also provide cold< refreshing, Heineken and Bintang Draft Beer Call us and we will deliver you. see you soon at I Am Bagus","['Barbecue', 'European']","['chicken', 'live sports', 'island', 'lombok']","['Delivery', 'Free Wifi', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Television', 'Wine and Beer']",Pemenang,['Western'],['Barbecue'],"['chicken', 'live sports', 'island', 'lombok']","['Delivery', 'Free Wifi', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Television', 'Wine and Beer']"
Kenza,4.5,"When you arrive at Kenza you find our tropical terrace, the perfect spot for a social gathering at any time of the day. When you enter Kenza the bartenders will welcome you while preparing your drinks. The modern space cooled by AC’s is great for a quite breakfast, festive lunch, cocktail date or to try our wide variety of wines and dishes. During the day please just walk in, during the night we advice you to book a table. DAYTIME We open early at 7:00 AM for your morning coffee, fresh juices and our all day breakfast and lunch menu. Healthy acai bowls, big breakfasts, green breaky bowls, focaccia sandwiches, main plates and sweets. DINNER TIME Around 5:00 PM Kenza welcomes you for the modern french bistro inspired menu, with excellent bites, sharing plates, high quality meat, seafood and sides, combined with a diverse wine collection. Our professional team is ready to create a social and fun night with our consciously created cocktail menu.","['Cafe', 'International', 'Healthy', 'Wine Bar']","['juice', 'pasta', 'steak', 'bread', 'pancakes', 'amazing food', 'super tasty', 'smoothies', 'wrap', 'vibe', 'chill']","['Accepts Credit Cards', 'Dog Friendly', 'Family style', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Gift Cards Available', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Street Parking', 'Table Service', 'Takeout', 'Wheelchair Accessible', 'Wine and Beer']",Kuta,['Western'],[],"['juice', 'pasta', 'steak', 'bread', 'pancakes', 'amazing food', 'super tasty', 'smoothies', 'wrap', 'vibe', 'chill']","['Accepts Credit Cards', 'Dog Friendly', 'Family style', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Gift Cards Available', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Street Parking', 'Table Service', 'Takeout', 'Wheelchair Accessible', 'Wine and Beer']"
Jali Kitchen,4.5,"Jali Kitchen serves authentic Vietnamese, Thai, Malay, Indonesian and Western homestyle cooking in a casual dining indoor/out environment. Our curries are homemade from scratch and all menu items are modestly priced.","['Asian', 'Thai', 'Fusion', 'Vietnamese', 'Indonesian', 'Malaysian']","['carrot cake', 'beef rendang', 'burger', 'butter chicken', 'apple cider', 'salad', 'mie goreng', 'chilli con carne', 'gili t', 'amazing food', 'ate here', 'during our stay', 'best food on the island', 'stir fry', 'the main strip', 'resort', 'mains', 'lemongrass', 'thai']","['American Express', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Mastercard', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Visa', 'Wheelchair Accessible', 'Wine and Beer']",Pemenang,['Asian'],[],"['carrot cake', 'beef rendang', 'burger', 'butter chicken', 'apple cider', 'salad', 'mie goreng', 'chilli con carne', 'gili t', 'amazing food', 'ate here', 'during our stay', 'best food on the island', 'stir fry', 'the main strip', 'resort', 'mains', 'lemongrass', 'thai']","['American Express', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Mastercard', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Takeout', 'Visa', 'Wheelchair Accessible', 'Wine and Beer']"
Classico Italiano pizza,4.5,CLASSICO ITALIANO PIZZERIA Wood fired oven and Real Italian Taste. Located in the heart of our special island Gili Air offers amazing quality pizza ROMA STYLE. Open in 2014 always thing his best to satisfy guest now offering different Vegan and Vegetarian option keping the tradicional Italian Taste. Looking forward to welcome all of you during your amazing stay here in Gili Air. See you soon! CIAO,"['Italian', 'Pizza', 'Romana', 'Lazio', 'Central-Italian']",['best pizza'],"['Free off-street parking', 'Free Wifi', 'Full Bar', 'Jazz Bar', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wine and Beer']",Gili Air,['Western'],['Pizza'],['best pizza'],"['Free off-street parking', 'Free Wifi', 'Full Bar', 'Jazz Bar', 'Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Wine and Beer']"
